gid,geom,cod_pcia,cod_depto,nom_depto,cod_ase,nombre,tipo,cod_aglo,nom_aglo,cod_agl,nom_agl,lat_gd,long_gd,lat_gs,long_gs,fuente
"7596",MULTIPOINT(-65.4017422764751 -24.3173741271886),"38",Jujuy,San Antonio,"38056025",Nuestra Señora del Rosario,Localidad simple,"5766",Nuestra Señora del Rosario,"386084",San Antonio,"-24.317374","-65.401742","-24º19' 3""","-65º24' 6""",INDEC
"7606",MULTIPOINT(-64.8476231145512 -24.1911799991789),"38",Jujuy,San Pedro,"38063080",La Manga,Localidad simple,"3020",La Manga,"386091",Arrayanal,"-24.191180","-64.847623","-24º11'28""","-64º50'51""",INDEC
"7607",MULTIPOINT(-64.8439854141571 -24.2347492926415),"38",Jujuy,San Pedro,"38063120",Parapetí,Componente de localidad compuesta,"0055",San Pedro - La Esperanza,"380196",La Esperanza,"-24.234749","-64.843985","-24º14' 5""","-64º50'38""",INDEC
"7608",MULTIPOINT(-64.8006341939824 -24.4031552236359),"38",Jujuy,San Pedro,"38063040",El Acheral,Localidad simple,"3047",El Acheral,"380224",San Pedro de Jujuy,"-24.403155","-64.800634","-24º24'11""","-64º48' 2""",INDEC
"7609",MULTIPOINT(-64.8402313537955 -24.1785670659415),"38",Jujuy,San Pedro,"38063010",Arrayanal,Localidad simple,"1163",Arrayanal,"386091",Arrayanal,"-24.178567","-64.840231","-24º10'43""","-64º50'25""",INDEC
"7610",MULTIPOINT(-64.6630560505065 -24.3370113948988),"38",Jujuy,San Pedro,"38063020",Arroyo Colorado,Localidad simple,"3011",Arroyo Colorado,"380224",San Pedro de Jujuy,"-24.337011","-64.663056","-24º20'13""","-64º39'47""",INDEC
"7611",MULTIPOINT(-64.9067642277904 -24.3172077154244),"38",Jujuy,San Pedro,"38063030",Don Emilio,Localidad simple,"1559",Don Emilio,"386112",Rosario de Río Grande,"-24.317208","-64.906764","-24º19' 2""","-64º54'24""",INDEC
"7612",MULTIPOINT(-64.7896264819769 -24.198110088207),"38",Jujuy,San Pedro,"38063050",El Puesto,Localidad simple,"0999",El Puesto,"380196",La Esperanza,"-24.198110","-64.789626","-24º11'53""","-64º47'23""",INDEC
"7613",MULTIPOINT(-64.8240247135758 -24.1045911212204),"38",Jujuy,San Pedro,"38063060",El Quemado,Localidad simple,"5712",El Quemado,"386091",Arrayanal,"-24.104591","-64.824025","-24º 6'17""","-64º49'26""",INDEC
"7614",MULTIPOINT(-64.8385395014329 -24.2246560829457),"38",Jujuy,San Pedro,"38063070",La Esperanza,Componente de localidad compuesta,"0055",San Pedro - La Esperanza,"380196",La Esperanza,"-24.224656","-64.838540","-24º13'29""","-64º50'19""",INDEC
"7615",MULTIPOINT(-64.9667792525391 -24.3144458904251),"38",Jujuy,San Pedro,"38063090",La Mendieta,Localidad simple,"0581",La Mendieta,"380203",La Mendieta,"-24.314446","-64.966779","-24º18'52""","-64º58' 0""",INDEC
"7616",MULTIPOINT(-64.8222196822242 -24.2250903902688),"38",Jujuy,San Pedro,"38063100",Miraflores,Componente de localidad compuesta,"0055",San Pedro - La Esperanza,"380196",La Esperanza,"-24.225090","-64.822220","-24º13'30""","-64º49'20""",INDEC
"7617",MULTIPOINT(-64.945732637077 -24.3269890492978),"38",Jujuy,San Pedro,"38063110",Palos Blancos,Localidad simple,"3021",Palos Blancos,"386112",Rosario de Río Grande,"-24.326989","-64.945733","-24º19'37""","-64º56'45""",INDEC
"7618",MULTIPOINT(-64.8821771818728 -24.2957561488836),"38",Jujuy,San Pedro,"38063130",Piedritas,Localidad simple,"3007",Piedritas,"386112",Rosario de Río Grande,"-24.295756","-64.882177","-24º17'45""","-64º52'56""",INDEC
"7619",MULTIPOINT(-64.769409778743 -24.2715498602449),"38",Jujuy,San Pedro,"38063140",Rodeito,Localidad simple,"3032",Rodeito,"386105",Rodeito,"-24.271550","-64.769410","-24º16'18""","-64º46'10""",INDEC
"7620",MULTIPOINT(-64.9316417260753 -24.3085245642853),"38",Jujuy,San Pedro,"38063150",Rosario de Río Grande (ex Barro Negro),Localidad simple,"1550",Rosario de Río Grande,"386112",Rosario de Río Grande,"-24.308525","-64.931642","-24º18'31""","-64º55'54""",INDEC
"7621",MULTIPOINT(-64.8067874841322 -24.2186828438865),"38",Jujuy,San Pedro,"38063160",San Antonio,Localidad simple,"3001",San Antonio,"380196",La Esperanza,"-24.218683","-64.806787","-24º13' 7""","-64º48'24""",INDEC
"7622",MULTIPOINT(-64.8647535065899 -24.2684416483448),"38",Jujuy,San Pedro,"38063170",San Lucas,Localidad simple,"5738",San Lucas,"386105",Rodeito,"-24.268442","-64.864754","-24º16' 6""","-64º51'53""",INDEC
"7623",MULTIPOINT(-64.8678160672237 -24.2317282791341),"38",Jujuy,San Pedro,"38063180",San Pedro,Componente de localidad compuesta,"0055",San Pedro - La Esperanza,"380224",San Pedro de Jujuy,"-24.231728","-64.867816","-24º13'54""","-64º52' 4""",INDEC
"7624",MULTIPOINT(-64.9566660232962 -24.3005198038867),"38",Jujuy,San Pedro,"38063190",Sauzal,Localidad simple,"3002",Sauzal,"380203",La Mendieta,"-24.300520","-64.956666","-24º18' 2""","-64º57'24""",INDEC
"7635",MULTIPOINT(-64.4141251024339 -24.2605144353187),"38",Jujuy,Santa Bárbara,"38070010",El Fuerte,Localidad simple,"3003",El Fuerte,"386098",El Fuerte,"-24.260514","-64.414125","-24º15'38""","-64º24'51""",INDEC
"7636",MULTIPOINT(-64.6790174406548 -24.1784335111713),"38",Jujuy,Santa Bárbara,"38070020",El Piquete,Localidad simple,"0870",El Piquete,"386119",El Piquete,"-24.178434","-64.679017","-24º10'42""","-64º40'44""",INDEC
"7637",MULTIPOINT(-64.3598888239635 -23.556358522789),"38",Jujuy,Santa Bárbara,"38070030",El Talar,Localidad simple,"0647",El Talar,"380238",El Talar,"-23.556359","-64.359889","-23º33'23""","-64º21'36""",INDEC
"7638",MULTIPOINT(-64.3045617254473 -23.9777382405358),"38",Jujuy,Santa Bárbara,"38070040",Palma Sola,Localidad simple,"0946",Palma Sola,"380245",Susques,"-23.977738","-64.304562","-23º58'40""","-64º18'16""",INDEC
"7639",MULTIPOINT(-64.7057888272571 -24.2731383461315),"38",Jujuy,Santa Bárbara,"38070050",Puente Lavayén,Localidad simple,"3018",Puente Lavayén,"380252",Santa Clara,"-24.273138","-64.705789","-24º16'23""","-64º42'21""",INDEC
"7640",MULTIPOINT(-64.661845869132 -24.3093701352927),"38",Jujuy,Santa Bárbara,"38070060",Santa Clara,Localidad simple,"0717",Santa Clara,"380252",Santa Clara,"-24.309370","-64.661846","-24º18'34""","-64º39'43""",INDEC
"7641",MULTIPOINT(-64.4136601101789 -23.6679185621684),"38",Jujuy,Santa Bárbara,"38070070",Vinalito,Localidad simple,"3010",Vinalito,"386126",Vinalito,"-23.667919","-64.413660","-23º40' 5""","-64º24'49""",INDEC
"7660",MULTIPOINT(-65.8668223103029 -22.1006289770766),"38",Jujuy,Santa Catalina,"38077030",Cieneguillas,Localidad simple,"3027",Cieneguillas,"386133",Cieneguillas,"-22.100629","-65.866822","-22º 6' 2""","-65º52' 1""",INDEC
"7661",MULTIPOINT(-66.3679871670047 -22.2599122435649),"38",Jujuy,Santa Catalina,"38077060",Misarrumi,Localidad simple,"5740",Misarrumi,"386140",Cusi Cusi,"-22.259912","-66.367987","-22º15'36""","-66º22' 5""",INDEC
"7662",MULTIPOINT(-65.8960595231713 -21.977680937634),"38",Jujuy,Santa Catalina,"38077010",Casira,Localidad simple,"3035",Casira,"386133",Cieneguillas,"-21.977681","-65.896060","-21º58'40""","-65º53'46""",INDEC
"7663",MULTIPOINT(-66.4125691338766 -22.1785618808579),"38",Jujuy,Santa Catalina,"38077020",Ciénega de Paicone,Localidad simple,"3041",Ciénega de Paicone,"386140",Cusi Cusi,"-22.178562","-66.412569","-22º10'43""","-66º24'45""",INDEC
"7664",MULTIPOINT(-66.4934870925034 -22.3403382716588),"38",Jujuy,Santa Catalina,"38077040",Cusi Cusi,Localidad simple,"3031",Cusi Cusi,"386140",Cusi Cusi,"-22.340338","-66.493487","-22º20'25""","-66º29'37""",INDEC
"7665",MULTIPOINT(-66.1885628101315 -21.8768015341057),"38",Jujuy,Santa Catalina,"38077045",El Angosto,Localidad simple,"5769",El Angosto,"386147",Santa Catalina,"-21.876802","-66.188563","-21º52'36""","-66º11'19""",INDEC
"7666",MULTIPOINT(-66.2627416326443 -21.9623000121514),"38",Jujuy,Santa Catalina,"38077050",La Ciénega,Localidad simple,"5739",La Ciénega,"386147",Santa Catalina,"-21.962300","-66.262742","-21º57'44""","-66º15'46""",INDEC
"7667",MULTIPOINT(-66.1324686554303 -22.0989182117325),"38",Jujuy,Santa Catalina,"38077070",Oratorio,Localidad simple,"3044",Oratorio,"386147",Santa Catalina,"-22.098918","-66.132469","-22º 5'56""","-66º 7'57""",INDEC
"7668",MULTIPOINT(-66.424977403727 -22.2195467772738),"38",Jujuy,Santa Catalina,"38077080",Paicone,Localidad simple,"5711",Paicone,"386140",Cusi Cusi,"-22.219547","-66.424977","-22º13'10""","-66º25'30""",INDEC
"7669",MULTIPOINT(-66.2487453854196 -22.2256867005728),"38",Jujuy,Santa Catalina,"38077090",San Juan de Oros,Localidad simple,"5741",San Juan de Oros,"386140",Cusi Cusi,"-22.225687","-66.248745","-22º13'32""","-66º14'55""",INDEC
"7670",MULTIPOINT(-66.0517684309227 -21.9471086802261),"38",Jujuy,Santa Catalina,"38077100",Santa Catalina,Localidad simple,"3015",Santa Catalina,"386147",Santa Catalina,"-21.947109","-66.051768","-21º56'50""","-66º 3' 6""",INDEC
"7671",MULTIPOINT(-66.0245780416934 -22.1669539633503),"38",Jujuy,Santa Catalina,"38077110",Yoscaba,Localidad simple,"5713",Yoscaba,"386133",Cieneguillas,"-22.166954","-66.024578","-22º10' 1""","-66º 1'28""",INDEC
"7685",MULTIPOINT(-66.8030922078707 -23.3936701449168),"38",Jujuy,Susques,"38084060",Olaroz Chico,Localidad simple,"5742",Olaroz Chico,"386154",Catua,"-23.393670","-66.803092","-23º23'37""","-66º48'11""",INDEC
"7686",MULTIPOINT(-66.3673506130949 -23.3975405828868),"38",Jujuy,Susques,"38084100",Susques,Localidad simple,"1412",Susques,"386168",Susques,"-23.397541","-66.367351","-23º23'51""","-66º22' 2""",INDEC
"7687",MULTIPOINT(-66.409950175363 -23.564098730782),"38",Jujuy,Susques,"38084040",Huáncar,Localidad simple,"3043",Huáncar,"386168",Susques,"-23.564099","-66.409950","-23º33'51""","-66º24'36""",INDEC
"7688",MULTIPOINT(-67.0044968691321 -23.8701269414943),"38",Jujuy,Susques,"38084010",Catua,Localidad simple,"3023",Catua,"386154",Catua,"-23.870127","-67.004497","-23º52'12""","-67º 0'16""",INDEC
"7689",MULTIPOINT(-66.3666475724254 -23.0137852408843),"38",Jujuy,Susques,"38084020",Coranzuli,Localidad simple,"3013",Coranzuli,"386161",Coranzuli,"-23.013785","-66.366648","-23º 0'50""","-66º21'60""",INDEC
"7690",MULTIPOINT(-66.7022169258129 -23.0834196666067),"38",Jujuy,Susques,"38084030",El Toro,Localidad simple,"3036",El Toro,"386161",Coranzuli,"-23.083420","-66.702217","-23º 5' 0""","-66º42' 8""",INDEC
"7691",MULTIPOINT(-67.0181004422145 -23.2398634422607),"38",Jujuy,Susques,"38084045",Jama,Localidad simple,"5770",Jama,"386168",Susques,"-23.239863","-67.018100","-23º14'24""","-67º 1' 5""",INDEC
"7692",MULTIPOINT(-66.7985177888674 -23.2629239197221),"38",Jujuy,Susques,"38084050",Mina Providencia,Localidad simple,"5719",Mina Providencia,"386161",Coranzuli,"-23.262924","-66.798518","-23º15'47""","-66º47'55""",INDEC
"7693",MULTIPOINT(-66.7193694638104 -24.1141486610386),"38",Jujuy,Susques,"38084055",Olacapato,Localidad simple,"5771",Olacapato,"386168",Susques,"-24.114149","-66.719369","-24º 6'51""","-66º43'10""",INDEC
"7694",MULTIPOINT(-66.4373791211366 -23.7659911832814),"38",Jujuy,Susques,"38084070",Pastos Chicos,Localidad simple,"3042",Pastos Chicos,"386168",Susques,"-23.765991","-66.437379","-23º45'58""","-66º26'15""",INDEC
"7695",MULTIPOINT(-66.4882638900509 -23.9455624856797),"38",Jujuy,Susques,"38084080",Puesto Sey,Localidad simple,"5705",Puesto Sey,"386168",Susques,"-23.945562","-66.488264","-23º56'44""","-66º29'18""",INDEC
"7696",MULTIPOINT(-66.3427769201449 -23.230693154198),"38",Jujuy,Susques,"38084090",San Juan de Quillaqués,Localidad simple,"3049",San Juan de Quillaques,"386161",Coranzuli,"-23.230693","-66.342777","-23º13'50""","-66º20'34""",INDEC
"7710",MULTIPOINT(-65.3456108217831 -23.3926884503663),"38",Jujuy,Tilcara,"38094010",Colonia San José,Localidad simple,"5743",Colonia San José,"386175",Huacalera,"-23.392688","-65.345611","-23º23'34""","-65º20'44""",INDEC
"7711",MULTIPOINT(-65.4000137514936 -23.5226619916908),"38",Jujuy,Tilcara,"38094030",Juella,Localidad simple,"3038",Juella,"380329",Tilcara,"-23.522662","-65.400014","-23º31'22""","-65º24' 0""",INDEC
"7712",MULTIPOINT(-65.3500113272314 -23.4390388970502),"38",Jujuy,Tilcara,"38094020",Huacalera,Localidad simple,"3012",Huacalera,"386175",Huacalera,"-23.439039","-65.350011","-23º26'21""","-65º21' 0""",INDEC
"7713",MULTIPOINT(-65.408815861657 -23.6245410340817),"38",Jujuy,Tilcara,"38094040",Maimará,Localidad simple,"0874",Maimará,"386182",Maimará,"-23.624541","-65.408816","-23º37'28""","-65º24'32""",INDEC
"7714",MULTIPOINT(-65.3933729257421 -23.5768951588348),"38",Jujuy,Tilcara,"38094050",Tilcara,Localidad simple,"0617",Tilcara,"380329",Tilcara,"-23.576895","-65.393373","-23º34'37""","-65º23'36""",INDEC
"7733",MULTIPOINT(-65.4524460878126 -23.9822347118108),"38",Jujuy,Tumbaya,"38098010",Bárcena,Localidad simple,"3040",Bárcena,"386203",Volcán,"-23.982235","-65.452446","-23º58'56""","-65º27' 9""",INDEC
"7734",MULTIPOINT(-65.8317966305947 -23.8537061175809),"38",Jujuy,Tumbaya,"38098020",El Moreno,Localidad simple,"3045",El Moreno,"386189",Purmamarca,"-23.853706","-65.831797","-23º51'13""","-65º49'54""",INDEC
"7735",MULTIPOINT(-65.6971246616178 -23.5710031471094),"38",Jujuy,Tumbaya,"38098025",Puerta de Colorados,Localidad simple,"5772",Puerta de Colorados,"386189",Purmamarca,"-23.571003","-65.697125","-23º34'16""","-65º41'50""",INDEC
"7736",MULTIPOINT(-65.4992001420397 -23.7465944886986),"38",Jujuy,Tumbaya,"38098030",Purmamarca,Localidad simple,"3009",Purmamarca,"386189",Purmamarca,"-23.746594","-65.499200","-23º44'48""","-65º29'57""",INDEC
"7737",MULTIPOINT(-65.4675585233032 -23.8576990380299),"38",Jujuy,Tumbaya,"38098040",Tumbaya,Localidad simple,"3022",Tumbaya,"386196",Tumbaya,"-23.857699","-65.467559","-23º51'28""","-65º28' 3""",INDEC
"7738",MULTIPOINT(-65.4640476047747 -23.91715334158),"38",Jujuy,Tumbaya,"38098050",Volcán,Localidad simple,"1131",Volcán,"386203",Volcán,"-23.917153","-65.464048","-23º55' 2""","-65º27'51""",INDEC
"7762",MULTIPOINT(-64.9467698895773 -23.4758185654919),"38",Jujuy,Valle Grande,"38105060",Valle Grande,Localidad simple,"3004",Valle Grande,"386238",Valle Grande,"-23.475819","-64.946770","-23º28'33""","-64º56'48""",INDEC
"7763",MULTIPOINT(-65.0924381173466 -23.363371839558),"38",Jujuy,Valle Grande,"38105010",Caspalá,Localidad simple,"5720",Caspalá,"386210",Caspalá,"-23.363372","-65.092438","-23º21'48""","-65º 5'33""",INDEC
"7764",MULTIPOINT(-65.0081791023336 -23.5545915952429),"38",Jujuy,Valle Grande,"38105020",Pampichuela,Localidad simple,"5703",Pampichuela,"386217",Pampichuela,"-23.554592","-65.008179","-23º33'17""","-65º 0'29""",INDEC
"7765",MULTIPOINT(-64.9506186804931 -23.6220827260116),"38",Jujuy,Valle Grande,"38105030",San Francisco,Localidad simple,"3024",San Francisco,"386224",San Francisco,"-23.622083","-64.950619","-23º37'19""","-64º57' 2""",INDEC
"7767",MULTIPOINT(-64.9891552627791 -23.3559990045057),"38",Jujuy,Valle Grande,"38105040",Santa Ana,Localidad simple,"3037",Santa Ana,"386231",Santa Ana,"-23.355999","-64.989155","-23º21'22""","-64º59'21""",INDEC
"7768",MULTIPOINT(-64.9334191885008 -23.4137353465543),"38",Jujuy,Valle Grande,"38105050",Valle Colorado,Localidad simple,"3033",Valle Colorado,"386238",Valle Grande,"-23.413735","-64.933419","-23º24'49""","-64º56' 0""",INDEC
"7775",MULTIPOINT(-65.4625308099051 -22.1307244841681),"38",Jujuy,Yavi,"38112080",Yavi,Localidad simple,"3016",Yavi,"386273",Yavi,"-22.130724","-65.462531","-22º 7'51""","-65º27'45""",INDEC
"7783",MULTIPOINT(-65.5292683777942 -22.2470721722284),"38",Jujuy,Yavi,"38112010",Barrios,Localidad simple,"5706",Barrios,"386245",Barrios,"-22.247072","-65.529268","-22º14'49""","-65º31'45""",INDEC
"7784",MULTIPOINT(-65.580994619225 -22.4242323230985),"38",Jujuy,Yavi,"38112020",Cangrejillos,Localidad simple,"3030",Cangrejillos,"386252",Cangrejillos,"-22.424232","-65.580995","-22º25'27""","-65º34'52""",INDEC
"7785",MULTIPOINT(-65.3379898484267 -22.3883194119765),"38",Jujuy,Yavi,"38112030",El Cóndor,Localidad simple,"5710",El Cóndor,"386259",El Cóndor,"-22.388319","-65.337990","-22º23'18""","-65º20'17""",INDEC
"7786",MULTIPOINT(-65.7015097533795 -22.4211722383705),"38",Jujuy,Yavi,"38112040",La Intermedia,Localidad simple,"5704",La Intermedia,"386266",Pumahuasi,"-22.421172","-65.701510","-22º25'16""","-65º42' 5""",INDEC
"7787",MULTIPOINT(-65.5963734749511 -22.1044517820432),"38",Jujuy,Yavi,"38112050",La Quiaca,Localidad simple,"0210",La Quiaca,"380406",La Quiaca,"-22.104452","-65.596373","-22º 6'16""","-65º35'47""",INDEC
"7788",MULTIPOINT(-65.387508561537 -22.5487891410912),"38",Jujuy,Yavi,"38112060",Llulluchayoc,Localidad simple,"5744",Llulluchayoc,"386259",El Cóndor,"-22.548789","-65.387509","-22º32'56""","-65º23'15""",INDEC
"7789",MULTIPOINT(-65.6800738577856 -22.2899728229498),"38",Jujuy,Yavi,"38112070",Pumahuasi,Localidad simple,"3039",Pumahuasi,"386266",Pumahuasi,"-22.289973","-65.680074","-22º17'24""","-65º40'48""",INDEC
"7790",MULTIPOINT(-65.4592014399552 -22.0989395432852),"38",Jujuy,Yavi,"38112090",Yavi Chico,Localidad simple,"5745",Yavi Chico,"386273",Yavi,"-22.098940","-65.459201","-22º 5'56""","-65º27'33""",INDEC
"7816",MULTIPOINT(-63.415025085628 -37.1665794947261),"42",La Pampa,Atreucó,"42007040",Rolón,Localidad simple,"1396",Rolón,"420322",Rolón,"-37.166579","-63.415025","-37º 9'60""","-63º24'54""",INDEC
"7817",MULTIPOINT(-64.0115253755499 -37.1504702596751),"42",La Pampa,Atreucó,"42007010",Doblas,Localidad simple,"0945",Doblas,"420112",Doblas,"-37.150470","-64.011525","-37º 9' 2""","-64º 0'41""",INDEC
"7818",MULTIPOINT(-63.6667388462847 -37.1369791302669),"42",La Pampa,Atreucó,"42007020",Macachín,Localidad simple,"0511",Macachín,"420231",Macachín,"-37.136979","-63.666739","-37º 8'13""","-63º40' 0""",INDEC
"7819",MULTIPOINT(-63.6878256059741 -36.8563949352294),"42",La Pampa,Atreucó,"42007030",Miguel Riglos,Localidad simple,"0794",Miguel Riglos,"420259",Miguel Riglos,"-36.856395","-63.687826","-36º51'23""","-63º41'16""",INDEC
"7820",MULTIPOINT(-63.5248220159942 -36.8403408637171),"42",La Pampa,Atreucó,"42007050",Tomás M. Anchorena,Localidad simple,"3112",Tomás M. Anchorena,"420364",Tomás M. Anchorena,"-36.840341","-63.524822","-36º50'25""","-63º31'29""",INDEC
"7827",MULTIPOINT(-63.8608882456791 -38.963052676569),"42",La Pampa,Caleu Caleu,"42014010",Anzoátegui,Localidad simple,"3129",Anzoátegui,"420189",La Adela,"-38.963053","-63.860888","-38º57'47""","-63º51'39""",INDEC
"7828",MULTIPOINT(-64.0905343177588 -38.9853302670111),"42",La Pampa,Caleu Caleu,"42014020",La Adela,Componente de localidad compuesta,"0215",Río Colorado - La Adela,"420189",La Adela,"-38.985330","-64.090534","-38º59' 7""","-64º 5'26""",INDEC
"7835",MULTIPOINT(-64.0117028433626 -36.5268380400041),"42",La Pampa,Capital,"42021010",Anguil,Localidad simple,"0973",Anguil,"420028",Anguil,"-36.526838","-64.011703","-36º31'37""","-64º 0'42""",INDEC
"7836",MULTIPOINT(-64.2906300356297 -36.6204011947334),"42",La Pampa,Capital,"42021020",Santa Rosa,Componente de localidad compuesta,"0029",Gran Santa Rosa,"420336",Santa Rosa,"-36.620401","-64.290630","-36º37'13""","-64º17'26""",INDEC
"7840",MULTIPOINT(-63.8601089739274 -36.5063202439509),"42",La Pampa,Catriló,"42028040",Uriburu,Localidad simple,"1254",Uriburu,"420378",Uriburu,"-36.506320","-63.860109","-36º30'23""","-63º51'36""",INDEC
"7841",MULTIPOINT(-63.4233370953164 -36.4066777741887),"42",La Pampa,Catriló,"42028010",Catriló,Localidad simple,"0662",Catriló,"420077",Catriló,"-36.406678","-63.423337","-36º24'24""","-63º25'24""",INDEC
"7842",MULTIPOINT(-63.7431085297245 -36.5083841391324),"42",La Pampa,Catriló,"42028020",La Gloria,Localidad simple,"5810",La Gloria,"420378",Uriburu,"-36.508384","-63.743109","-36º30'30""","-63º44'35""",INDEC
"7843",MULTIPOINT(-63.6236145467141 -36.4664079334238),"42",La Pampa,Catriló,"42028030",Lonquimay,Localidad simple,"0968",Lonquimay,"420217",Lonquimay,"-36.466408","-63.623615","-36º27'59""","-63º37'25""",INDEC
"7846",MULTIPOINT(-64.2955757480516 -35.9160630841589),"42",La Pampa,Conhelo,"42035020",Eduardo Castex,Localidad simple,"0280",Eduardo Castex,"420119",Eduardo Castex,"-35.916063","-64.295576","-35º54'58""","-64º17'44""",INDEC
"7847",MULTIPOINT(-64.2335073428745 -36.2274656752379),"42",La Pampa,Conhelo,"42035060",Winifreda,Localidad simple,"0756",Winifreda,"420413",Winifreda,"-36.227466","-64.233507","-36º13'39""","-64º14' 1""",INDEC
"7848",MULTIPOINT(-64.5985082000058 -36.0005318724578),"42",La Pampa,Conhelo,"42035010",Conhelo,Localidad simple,"3106",Conhelo,"420098",Conhelo,"-36.000532","-64.598508","-36º 0' 2""","-64º35'55""",INDEC
"7849",MULTIPOINT(-64.0331358077792 -36.2115350135006),"42",La Pampa,Conhelo,"42035030",Mauricio Mayer,Localidad simple,"3107",Mauricio Mayer,"420238",Mauricio Mayer,"-36.211535","-64.033136","-36º12'42""","-64º 1'59""",INDEC
"7850",MULTIPOINT(-64.1531743254991 -35.861584511751),"42",La Pampa,Conhelo,"42035040",Monte Nievas,Localidad simple,"1565",Monte Nievas,"420266",Monte Nievas,"-35.861585","-64.153174","-35º51'42""","-64º 9'11""",INDEC
"7851",MULTIPOINT(-64.8357210916463 -36.0417970740766),"42",La Pampa,Conhelo,"42035050",Rucanelo,Localidad simple,"3113",Rucanelo,"425133",Rucanelo,"-36.041797","-64.835721","-36º 2'30""","-64º50' 9""",INDEC
"7858",MULTIPOINT(-66.4354280736932 -38.74294207858),"42",La Pampa,Curacó,"42042010",Gobernador Duval,Localidad simple,"3123",Gobernador Duval,"425070",Gobernador Duval,"-38.742942","-66.435428","-38º44'35""","-66º26' 8""",INDEC
"7859",MULTIPOINT(-65.9140406261922 -38.1463020880227),"42",La Pampa,Curacó,"42042020",Puelches,Localidad simple,"3105",Puelches,"420280",Puelches,"-38.146302","-65.914041","-38º 8'47""","-65º54'51""",INDEC
"7862",MULTIPOINT(-66.938973642145 -36.2301951511864),"42",La Pampa,Chalileo,"42049010",Santa Isabel,Localidad simple,"1029",Santa Isabel,"420329",Santa Isabel,"-36.230195","-66.938974","-36º13'49""","-66º56'20""",INDEC
"7866",MULTIPOINT(-63.7769872104681 -35.2907850630244),"42",La Pampa,Chapaleufú,"42056020",Ceballos,Localidad simple,"3120",Ceballos,"420084",Ceballos,"-35.290785","-63.776987","-35º17'27""","-63º46'37""",INDEC
"7867",MULTIPOINT(-63.582754454385 -35.0259493098283),"42",La Pampa,Chapaleufú,"42056010",Bernardo Larroude,Localidad simple,"1003",Bernardo Larroude,"420049",Bernardo Larroude,"-35.025949","-63.582754","-35º 1'33""","-63º34'58""",INDEC
"7868",MULTIPOINT(-63.9120713203455 -35.0241215550401),"42",La Pampa,Chapaleufú,"42056030",Coronel Hilario Lagos,Localidad simple,"1533",Coronel Hilario Lagos (Est. Aguas Buenas),"420105",Coronel Hilario Lagos,"-35.024122","-63.912071","-35º 1'27""","-63º54'43""",INDEC
"7869",MULTIPOINT(-63.5920874357151 -35.2346794397986),"42",La Pampa,Chapaleufú,"42056040",Intendente Alvear,Localidad simple,"0381",Intendente Alvear,"420175",Intendente Alvear,"-35.234679","-63.592087","-35º14' 5""","-63º35'32""",INDEC
"7870",MULTIPOINT(-63.6859330160218 -35.0280789306098),"42",La Pampa,Chapaleufú,"42056050",Sarah,Localidad simple,"3128",Sarah,"425140",Sarah,"-35.028079","-63.685933","-35º 1'41""","-63º41' 9""",INDEC
"7871",MULTIPOINT(-63.9099859200885 -35.4274437817854),"42",La Pampa,Chapaleufú,"42056060",Vértiz,Localidad simple,"1608",Vértiz,"420392",Vértiz,"-35.427444","-63.909986","-35º25'39""","-63º54'36""",INDEC
"7875",MULTIPOINT(-67.1444914624205 -36.3980844050316),"42",La Pampa,Chical Co,"42063010",Algarrobo del Águila,Localidad simple,"3116",Algarrobo del Águila,"420011",Algarrobo del Águila,"-36.398084","-67.144491","-36º23'53""","-67º 8'40""",INDEC
"7876",MULTIPOINT(-68.0135207257269 -36.3490388802789),"42",La Pampa,Chical Co,"42063020",La Humada,Localidad simple,"3115",La Humada,"420196",La Humada,"-36.349039","-68.013521","-36º20'57""","-68º 0'49""",INDEC
"7881",MULTIPOINT(-64.1392460132253 -37.6612081792483),"42",La Pampa,Guatraché,"42070040",Perú,Localidad simple,"5811",Perú,"425105",Perú,"-37.661208","-64.139246","-37º39'40""","-64º 8'21""",INDEC
"7882",MULTIPOINT(-63.7732330615973 -37.3768330319597),"42",La Pampa,Guatraché,"42070010",Alpachiri,Localidad simple,"0814",Alpachiri,"420014",Alpachiri,"-37.376833","-63.773233","-37º22'37""","-63º46'24""",INDEC
"7883",MULTIPOINT(-63.5857575194871 -37.4614543432233),"42",La Pampa,Guatraché,"42070020",General Manuel J. Campos,Localidad simple,"1375",General Manuel J. Campos,"420140",General Manuel J. Campos,"-37.461454","-63.585758","-37º27'41""","-63º35' 9""",INDEC
"7884",MULTIPOINT(-63.5357606533356 -37.6707269295659),"42",La Pampa,Guatraché,"42070030",Guatraché,Localidad simple,"0551",Guatraché,"420161",Guatraché,"-37.670727","-63.535761","-37º40'15""","-63º32' 9""",INDEC
"7885",MULTIPOINT(-63.4313184018927 -37.5747871786212),"42",La Pampa,Guatraché,"42070050",Santa Teresa,Localidad simple,"1615",Santa Teresa,"420343",Colonia Santa Teresa,"-37.574787","-63.431318","-37º34'29""","-63º25'53""",INDEC
"7894",MULTIPOINT(-63.742953580131 -37.9022526201872),"42",La Pampa,Hucal,"42077020",Bernasconi,Localidad simple,"0877",Bernasconi,"420056",Bernasconi,"-37.902253","-63.742954","-37º54' 8""","-63º44'35""",INDEC
